Year,Team,Team Abbreviation,Player,Free Agent,Free Agent Date,Team Options Exercised,Team Options Exercised Date,Veteran Scale Extension,Veteran Scale Extension Team,Veteran Scale Extension Team Abbreviation,Rookie Scale Extension,Rookie Scale Extension Team,Rookie Scale Extension Team Abbreviation,Waived,Waived Date,Newly Acquired,Newly Acquired Date,url
1984-1985,Milwaukee Bucks,MIL,Paul Mokeski,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Steve Hayes,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Bruce Kuczenski,,,,,,,,,,,1,"Oct 8, 1984",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Ron Brewer,1,"Mar 31, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Yommy Sangodeyi,,,,,,,,,,,1,"Oct 8, 1984",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Mark Jones,,,,,,,,,,,1,"Oct 8, 1984",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Michael Wilson,,,,,,,,,,,1,"Nov 14, 1984",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Reggie Johnson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Tom LaGarde,,,,,,,,,,,1,"Dec 18, 1984",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Buck Williams,,,,,1,New Jersey Nets,NJN,,,,,,,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Bill Willoughby,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Sean Kerins,,,,,,,,,,,1,"Oct 8, 1984",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Kelvin Ransey,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Mike O'Koren,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Hank Cornley,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Chris Engler,1,"Jan 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New Jersey Nets,NJN,Foots Walker,,,,,,,,,,,1,"Dec 13, 1984",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1985
1984-1985,New York Knicks,NYK,Eric Fernsten,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1985
1984-1985,New York Knicks,NYK,Len Elmore,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1985
1984-1985,New York Knicks,NYK,Clinton Wheeler,,,,,,,,,,,1,"Aug 24, 1984",,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1985
1984-1985,New York Knicks,NYK,Ron Cavenall,,,,,,,,,,,1,"Oct 25, 1984",,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1985
1984-1985,New York Knicks,NYK,James Bailey,,,,,,,,,,,,,1,"Oct 24, 1984",https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1985
1984-1985,New York Knicks,NYK,Marvin Webster,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1985
1984-1985,New York Knicks,NYK,Butch Carter,,,,,,,,,,,,,1,"Oct 19, 1984",https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1985
1984-1985,New York Knicks,NYK,Ray Williams,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1985
1984-1985,Philadelphia Sixers,PS,Franklin Edwards,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1985
1984-1985,Philadelphia Sixers,PS,Wes Matthews,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1985
1984-1985,Philadelphia Sixers,PS,James Banks,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1985
1984-1985,Philadelphia Sixers,PS,Steve Hayes,1,"Mar 29, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1985
1984-1985,Philadelphia Sixers,PS,Butch Graves,,,,,,,,,,,1,"Oct 10, 1984",,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1985
1984-1985,Philadelphia Sixers,PS,Dan Federman,,,,,,,,,,,1,"Oct 24, 1984",,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1985
1984-1985,Philadelphia Sixers,PS,Earl Harrison,,,,,,,,,,,1,"Oct 10, 1984",,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1985
1984-1985,Philadelphia Sixers,PS,Marc Iavaroni,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1985
1984-1985,Philadelphia Sixers,PS,Julius Erving,,,,,1,Philadelphia Sixers,PS,,,,,,,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1985
1984-1985,Philadelphia Sixers,PS,Andrew Toney,,,,,1,Philadelphia Sixers,PS,,,,,,,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1985
1984-1985,Phoenix Suns,PHX,Bernard Thompson,,,,,,,,,,,,,1,"Jun 14, 1985",https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1985
1984-1985,Phoenix Suns,PHX,Michael Young,,,,,,,,,,,1,"Dec 10, 1984",,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1985
1984-1985,Phoenix Suns,PHX,Paul Westphal,,,,,,,,,,,1,"Oct 12, 1984",,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1985
1984-1985,Phoenix Suns,PHX,Art Aaron,,,,,,,,,,,1,"Sep 25, 1984",,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1985
1984-1985,Phoenix Suns,PHX,Murray Jarman,,,,,,,,,,,1,"Sep 25, 1984",,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1985
1984-1985,Phoenix Suns,PHX,James Edwards,,,,,1,Phoenix Suns,PHX,,,,,,,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1985
1984-1985,Phoenix Suns,PHX,Jeff Taylor,,,,,,,,,,,1,"Oct 22, 1984",,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1985
1984-1985,Phoenix Suns,PHX,Herman Veal,,,,,,,,,,,1,"Oct 5, 1984",,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1985
1984-1985,Phoenix Suns,PHX,Fred Reynolds,,,,,,,,,,,1,"Oct 5, 1984",,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1985
1984-1985,Phoenix Suns,PHX,Maurice Lucas,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1985
1984-1985,Phoenix Suns,PHX,Charles Pittman,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1985
1984-1985,Portland Trail Blazers,POR,Jim Paxson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1985
1984-1985,Portland Trail Blazers,POR,Victor Fleming,,,,,,,,,,,1,"Oct 5, 1984",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1985
1984-1985,Portland Trail Blazers,POR,Tom Piotrowski,,,,,,,,,,,1,"Sep 26, 1984",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1985
1984-1985,Portland Trail Blazers,POR,Kenny Carr,,,,,1,Portland Trail Blazers,POR,,,,,,,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1985
1984-1985,Portland Trail Blazers,POR,Mike Whitmarsh,,,,,,,,,,,1,"Oct 5, 1984",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1985
1984-1985,Portland Trail Blazers,POR,Pete Verhoeven,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1985
1984-1985,Portland Trail Blazers,POR,Dan Tarkanian,,,,,,,,,,,1,"Oct 5, 1984",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1985
1984-1985,Sacramento Kings,SAC,Kenny Natt,,,,,,,,,,,1,"Dec 27, 1984",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1985
1984-1985,Sacramento Kings,SAC,Joe C. Meriweather,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1985
1984-1985,Sacramento Kings,SAC,Mark McNamara,,,,,,,,,,,,,1,"Dec 11, 1984",https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1985
1984-1985,Sacramento Kings,SAC,Lowes Moore,,,,,,,,,,,1,"Oct 8, 1984",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1985
1984-1985,Sacramento Kings,SAC,Larry Micheaux,,,,,,,,,,,1,"Oct 12, 1984",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1985
1984-1985,Sacramento Kings,SAC,Dane Suttle,,,,,,,,,,,1,"Dec 6, 1984",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1985
1984-1985,Sacramento Kings,SAC,Dave Robisch,,,,,,,,,,,1,"Jul 10, 1984",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1985
1984-1985,Sacramento Kings,SAC,Carl Henry,,,,,,,,,,,1,"Oct 8, 1984",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1985
1984-1985,Sacramento Kings,SAC,David Pope,,,,,,,,,,,1,"Feb 27, 1985",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1985
1984-1985,Sacramento Kings,SAC,Ed Nealy,,,,,,,,,,,1,"Jul 10, 1984",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,Jose Slaughter,,,,,,,,,,,1,"Oct 20, 1984",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,Ken Stancell,,,,,,,,,,,1,"Aug 17, 1984",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,Dean Marquardt,,,,,,,,,,,1,"Aug 17, 1984",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,Jeff Cook,,,,,,,,,,,,,1,"Dec 14, 1984",https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,Brant Weidner,,,,,,,,,,,1,"Jul 19, 1984",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,Billy Knight,,,,,,,,,,,1,"Jun 19, 1985",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,Marc Iavaroni,,,,,,,,,,,,,1,"Dec 15, 1984",https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,Joe Binion,,,,,,,,,,,1,"Oct 15, 1984",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,Dan Tarkanian,,,,,,,,,,,1,"Sep 3, 1984",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,Ron Brewer,,,,,,,,,,,1,"Dec 5, 1984",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,Charles A. Jones,,,,,,,,,,,1,"Sep 11, 1984",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,Ralph McPherson,,,,,,,,,,,1,"Aug 17, 1984",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,Steve Johnson,,,,,,,,,,,,,1,"Jun 17, 1985",https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,James Bailey,,,,,,,,,,,,,1,"Oct 4, 1984",https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,San Antonio Spurs,SAS,John Lucas,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1985
1984-1985,Seattle SuperSonics,SS,Steve Hayes,,,,,,,,,,,1,"Sep 24, 1984",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1985
1984-1985,Seattle SuperSonics,SS,Scooter McCray,,,,,,,,,,,1,"Nov 13, 1984",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1985
1984-1985,Seattle SuperSonics,SS,Fred Brown,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1985
1984-1985,Seattle SuperSonics,SS,Reggie King,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1985
1984-1985,Seattle SuperSonics,SS,Gerald Henderson,,,,,,,,,,,,,1,"Oct 16, 1984",https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1985
1984-1985,Seattle SuperSonics,SS,Danny Young,,,,,,,,,,,1,"Nov 13, 1984",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1985
1984-1985,Seattle SuperSonics,SS,Ricky Sobers,,,,,1,Seattle SuperSonics,SS,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1985
1984-1985,Seattle SuperSonics,SS,Clay Johnson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1985
1984-1985,Seattle SuperSonics,SS,Steve Hawes,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1985
1984-1985,Utah Jazz,UTA,Marcus Gaither,,,,,,,,,,,1,"Oct 3, 1984",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Utah Jazz,UTA,David Pope,,,,,,,,,,,1,"Oct 24, 1984",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Utah Jazz,UTA,Fred Roberts,,,,,,,,,,,,,1,"Dec 18, 1984",https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Utah Jazz,UTA,Jim Rowinski,,,,,,,,,,,1,"Oct 1, 1984",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Utah Jazz,UTA,Bobby Hansen,,,,,1,Utah Jazz,UTA,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Utah Jazz,UTA,Tom Boswell,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Utah Jazz,UTA,Jerry Eaves,,,,,,,,,,,1,"Oct 11, 1984",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Utah Jazz,UTA,Jeff Wilkins,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Utah Jazz,UTA,Rich Kelley,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Utah Jazz,UTA,John Drew,,,,,,,,,,,1,"Dec 8, 1984",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Utah Jazz,UTA,Jay Triano,,,,,,,,,,,1,"Oct 3, 1984",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Utah Jazz,UTA,J.J. Anderson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Utah Jazz,UTA,Adrian Dantley,,,,,1,Utah Jazz,UTA,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Utah Jazz,UTA,Chris Harrison,,,,,,,,,,,1,"Oct 3, 1984",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Utah Jazz,UTA,Kenny Natt,,,,,,,,,,,1,"Nov 8, 1984",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1985
1984-1985,Washington Wizards,WAS,Mike Gibson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1985
1984-1985,Washington Wizards,WAS,Tom McMillen,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1985
1984-1985,Washington Wizards,WAS,Dan Roundfield,,,,,,,,,,,,,1,"Jun 17, 1985",https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1985
1984-1985,Washington Wizards,WAS,Charles Davis,,,,,,,,,,,1,"Nov 6, 1984",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1985
1984-1985,Washington Wizards,WAS,Joe Kopicki,,,,,,,,,,,1,"Oct 25, 1984",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1985
1984-1985,Washington Wizards,WAS,Don Collins,,,,,,,,,,,1,"May 1, 1985",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1985
1984-1985,Washington Wizards,WAS,Charles A. Jones,1,"Feb 24, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1985
1984-1985,Washington Wizards,WAS,Fred Reynolds,,,,,,,,,,,1,"Sep 19, 1984",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1985
1984-1985,Washington Wizards,WAS,Greg Ballard,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1985
1984-1985,Oklahoma City Thunder,OKC,Steve Hayes,,,,,,,,,,,1,"Sep 24, 1984",,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1985
1984-1985,Oklahoma City Thunder,OKC,Reggie King,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1985
1984-1985,Oklahoma City Thunder,OKC,Gerald Henderson,,,,,,,,,,,,,1,"Oct 16, 1984",https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1985
1984-1985,Oklahoma City Thunder,OKC,Fred Brown,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1985
1984-1985,Oklahoma City Thunder,OKC,Scooter McCray,,,,,,,,,,,1,"Nov 13, 1984",,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1985
1984-1985,Oklahoma City Thunder,OKC,Steve Hawes,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1985
1984-1985,Oklahoma City Thunder,OKC,Ricky Sobers,,,,,1,Seattle SuperSonics,SS,,,,,,,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1985
1984-1985,Oklahoma City Thunder,OKC,Clay Johnson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1985
1984-1985,Oklahoma City Thunder,OKC,Danny Young,,,,,,,,,,,1,"Nov 13, 1984",,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1985
1984-1985,Kansas City Kings,KCK,Ed Nealy,,,,,,,,,,,1,"Jul 10, 1984",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1985
1984-1985,Kansas City Kings,KCK,Lowes Moore,,,,,,,,,,,1,"Oct 8, 1984",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1985
1984-1985,Kansas City Kings,KCK,Mark McNamara,,,,,,,,,,,,,1,"Dec 11, 1984",https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1985
1984-1985,Kansas City Kings,KCK,David Pope,,,,,,,,,,,1,"Feb 27, 1985",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1985
1984-1985,Kansas City Kings,KCK,Dave Robisch,,,,,,,,,,,1,"Jul 10, 1984",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1985
1984-1985,Kansas City Kings,KCK,Kenny Natt,,,,,,,,,,,1,"Dec 27, 1984",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1985
1984-1985,Kansas City Kings,KCK,Larry Micheaux,,,,,,,,,,,1,"Oct 12, 1984",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1985
1984-1985,Kansas City Kings,KCK,Joe C. Meriweather,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1985
1984-1985,Kansas City Kings,KCK,Dane Suttle,,,,,,,,,,,1,"Dec 6, 1984",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1985
1984-1985,Kansas City Kings,KCK,Carl Henry,,,,,,,,,,,1,"Oct 8, 1984",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1985
1984-1985,San Diego Clippers,SDC,Derek Smith,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1985
1984-1985,San Diego Clippers,SDC,Junior Bridgeman,,,,,,,,,,,,,1,"Sep 29, 1984",https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1985
1984-1985,San Diego Clippers,SDC,Dale Wilkinson,1,"Mar 11, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1985
1984-1985,San Diego Clippers,SDC,Bryan Warrick,,,,,,,,,,,1,"Mar 8, 1985",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1985
1984-1985,San Diego Clippers,SDC,Franklin Edwards,1,"Mar 21, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1985
1984-1985,San Diego Clippers,SDC,Michael Brooks,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1985
1984-1985,San Diego Clippers,SDC,Bill Walton,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1985
1984-1985,San Diego Clippers,SDC,Marques Johnson,,,,,,,,,,,,,1,"Sep 29, 1984",https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1985
1984-1985,San Diego Clippers,SDC,Rudy Macklin,,,,,,,,,,,1,"Oct 24, 1984",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1985
1984-1985,San Diego Clippers,SDC,Harvey Catchings,,,,,,,,,,,,,1,"Sep 29, 1984",https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1985
1984-1985,San Diego Clippers,SDC,Linton Townes,,,,,,,,,,,1,"Oct 24, 1984",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1985
