Year,Team,Team Abbreviation,Player,Free Agent,Free Agent Date,Team Options Exercised,Team Options Exercised Date,Veteran Scale Extension,Veteran Scale Extension Team,Veteran Scale Extension Team Abbreviation,Rookie Scale Extension,Rookie Scale Extension Team,Rookie Scale Extension Team Abbreviation,Waived,Waived Date,Newly Acquired,Newly Acquired Date,url
1984-1985,Boston Celtics,BOS,Dennis Johnson,,,,,1,Boston Celtics,BOS,,,,,,,,https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1985
1984-1985,Boston Celtics,BOS,Michael Young,,,,,,,,,,,1,"Oct 25, 1984",,,https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1985
1984-1985,Boston Celtics,BOS,Kevin McHale,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1985
1984-1985,Boston Celtics,BOS,Gerald Henderson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1985
1984-1985,Boston Celtics,BOS,Larry Bird,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/2/Transaction_History/1985
1984-1985,Chicago Bulls,CHI,Chris Engler,1,"Jan 24, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1985
1984-1985,Chicago Bulls,CHI,Caldwell Jones,,,,,,,,,,,,,1,"Aug 10, 1984",https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1985
1984-1985,Chicago Bulls,CHI,Jawann Oldham,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1985
1984-1985,Chicago Bulls,CHI,Ronnie Lester,,,,,,,,,,,1,"Nov 16, 1984",,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1985
1984-1985,Chicago Bulls,CHI,Gene Banks,,,,,,,,,,,,,1,"Jun 18, 1985",https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1985
1984-1985,Chicago Bulls,CHI,David Greenwood,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1985
1984-1985,Chicago Bulls,CHI,Dirk Minniefield,,,,,,,,,,,1,"Oct 22, 1984",,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1985
1984-1985,Chicago Bulls,CHI,Charles A. Jones,,,,,,,,,,,1,"Nov 16, 1984",,,https://basketball.realgm.com/nba/teams/Random/4/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Vince Hinchen,,,,,,,,,,,1,"Oct 4, 1984",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Campy Russell,,,,,,,,,,,1,"Nov 5, 1984",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Johnny Davis,,,,,,,,,,,,,1,"Aug 8, 1984",https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Dale Wilkinson,,,,,,,,,,,1,"Oct 22, 1984",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Elliot Beard,,,,,,,,,,,1,"Aug 13, 1984",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Darrell Space,,,,,,,,,,,1,"Aug 13, 1984",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Ennis Whatley,,,,,,,,,,,,,1,"Jun 18, 1985",https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Rudy Macklin,,,,,,,,,,,1,"Aug 15, 1984",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Robert Smith,,,,,,,,,,,1,"Nov 26, 1984",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Edgar Jones,,,,,,,,,,,,,1,"Dec 14, 1984",https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Butch Graves,1,"Jan 20, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,John Bagley,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Geoff Huston,,,,,,,,,,,1,"Dec 7, 1984",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Kevin Williams,1,"Dec 30, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Art Aaron,,,,,,,,,,,1,"Jul 25, 1984",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Michael Wilson,,,,,,,,,,,1,"Dec 14, 1984",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Cleveland Cavaliers,CLE,Geff Crompton,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/5/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Dave Williams,,,,,,,,,,,1,"Sep 28, 1984",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Pat Cummings,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Rolando Blackman,,,,,1,Dallas Mavericks,DAL,,,,,,,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,LaVerne Evans,,,,,,,,,,,1,"Oct 15, 1984",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Mark West,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Albert Culton,,,,,,,,,,,1,"Oct 10, 1984",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Elston Turner,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Wallace Bryant,,,,,,,,,,,,,1,"Sep 14, 1984",https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Napoleon Johnson,,,,,,,,,,,1,"Oct 10, 1984",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Howard Carter,,,,,,,,,,,1,"Dec 17, 1984",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Kurt Nimphius,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Mark Aguirre,,,,,1,Dallas Mavericks,DAL,,,,,,,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Tom Sluby,,,,,,,,,,,1,"May 8, 1985",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,John Horrocks,,,,,,,,,,,1,"Oct 15, 1984",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Roger Phegley,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Ken Lyons,,,,,,,,,,,1,"Sep 28, 1984",,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Dallas Mavericks,DAL,Jim Spanarkel,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/6/Transaction_History/1985
1984-1985,Denver Nuggets,DEN,Rob Williams,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1985
1984-1985,Denver Nuggets,DEN,Karl Tilleman,,,,,,,,,,,1,"Oct 2, 1984",,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1985
1984-1985,Denver Nuggets,DEN,Anthony Roberts,,,,,,,,,,,1,"Jul 25, 1984",,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1985
1984-1985,Denver Nuggets,DEN,Richard Anderson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1985
1984-1985,Denver Nuggets,DEN,Russell Cross,,,,,,,,,,,1,"Feb 11, 1985",,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1985
1984-1985,Denver Nuggets,DEN,Prince Bridges,,,,,,,,,,,1,"Oct 2, 1984",,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1985
1984-1985,Denver Nuggets,DEN,Bill Hanzlik,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1985
1984-1985,Denver Nuggets,DEN,Marty Byrnes,,,,,,,,,,,1,"Oct 10, 1984",,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1985
1984-1985,Denver Nuggets,DEN,Keith Edmonson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/7/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Rick Mahorn,,,,,,,,,,,,,1,"Jun 17, 1985",https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Lionel Hollins,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Lorenzo Romar,,,,,,,,,,,1,"Nov 27, 1984",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Sidney Lowe,,,,,,,,,,,1,"Nov 11, 1984",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Terry Teagle,,,,,,,,,,,1,"Nov 20, 1984",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Don Koonce,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Kelly Tripucka,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Greg Jones,,,,,,,,,,,1,"Oct 6, 1984",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Dale Wilkinson,,,,,,,,,,,1,"Nov 6, 1984",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Isiah Thomas,,,,,1,Detroit Pistons,DET,,,,,,,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Bobby Cattage,,,,,,,,,,,1,"Oct 18, 1984",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Eric Turner,,,,,,,,,,,1,"Oct 19, 1984",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Mike Gibson,,,,,,,,,,,,,1,"Jun 17, 1985",https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Kevin Springman,,,,,,,,,,,1,"Oct 27, 1984",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,John Long,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Vinnie Johnson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Dudley Bradley,,,,,,,,,,,1,"Sep 4, 1984",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Kevin Loder,,,,,,,,,,,1,"Oct 6, 1984",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Jerome Henderson,,,,,,,,,,,1,"Oct 6, 1984",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,Ray Tolbert,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Detroit Pistons,DET,David Thirdkill,,,,,,,,,,,1,"Nov 29, 1984",,,https://basketball.realgm.com/nba/teams/Random/8/Transaction_History/1985
1984-1985,Golden State Warriors,GSW,Russell Cross,,,,,,,,,,,1,"Oct 14, 1984",,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1985
1984-1985,Golden State Warriors,GSW,Mike Bratz,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1985
1984-1985,Golden State Warriors,GSW,Greg Ballard,,,,,,,,,,,,,1,"Jun 17, 1985",https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1985
1984-1985,Golden State Warriors,GSW,Larry Smith,,,,,1,Golden State Warriors,GSW,,,,,,,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1985
1984-1985,Golden State Warriors,GSW,Terry Teagle,,,,,1,Golden State Warriors,GSW,,,,,,,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1985
1984-1985,Golden State Warriors,GSW,Chris Engler,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1985
1984-1985,Golden State Warriors,GSW,Don Collins,,,,,,,,,,,1,"Oct 22, 1984",,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1985
1984-1985,Golden State Warriors,GSW,Pace Mannion,,,,,,,,,,,1,"Oct 14, 1984",,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1985
1984-1985,Golden State Warriors,GSW,Mickey Johnson,,,1,"Jun 30, 1985",,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1985
1984-1985,Golden State Warriors,GSW,Jerome Whitehead,,,,,1,Golden State Warriors,GSW,,,,,,,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1985
1984-1985,Golden State Warriors,GSW,Joe Barry Carroll,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1985
1984-1985,Golden State Warriors,GSW,Darren Tillis,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1985
1984-1985,Golden State Warriors,GSW,Lewis Jackson,,,,,,,,,,,1,"Oct 24, 1984",,,https://basketball.realgm.com/nba/teams/Random/9/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Larry Micheaux,1,"Jan 7, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Darrell Browder,,,,,,,,,,,1,"Sep 26, 1984",,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Robert Reid,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Mitchell Wiggins,,,,,,,,,,,,,1,"Aug 10, 1984",https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,John Lucas,,,,,,,,,,,1,"Dec 10, 1984",,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Phil Ford,,,,,,,,,,,1,"Dec 18, 1984",,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Kevin McKenna,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Elvin Hayes,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Craig Ehlo,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Major Jones,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Joedy Gardner,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Willie Jackson,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Allen Leavell,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Hank McDowell,,,,,,,,,,,,,1,"Aug 29, 1984",https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Wally Walker,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Houston Rockets,HOU,Terry Teagle,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/10/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Gene Smith,,,,,,,,,,,1,"Oct 24, 1984",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Vince Taylor,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Ernest Graham,,,,,,,,,,,1,"Oct 20, 1984",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,George Johnson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Leo Rautins,,,,,,,,,,,1,"Oct 4, 1984",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Brook Steppe,,,,,,,,,,,1,"Oct 15, 1984",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Brian Martin,,,,,,,,,,,1,"Oct 29, 1984",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Ralph Jackson,,,,,,,,,,,1,"Nov 9, 1984",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Tico Brown,,,,,,,,,,,1,"Aug 14, 1984",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Kenny Natt,,,,,,,,,,,1,"Aug 16, 1984",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Greg Kelser,1,"Apr 4, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Sidney Lowe,,,,,,,,,,,1,"Oct 4, 1984",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Terence Stansbury,,,,,,,,,,,,,1,"Oct 22, 1984",https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Bill Garnett,,,,,,,,,,,,,1,"Oct 22, 1984",https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Kenton Edelin,,,,,,,,,,,1,"Oct 24, 1984",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Leroy Combs,,,,,,,,,,,1,"Oct 15, 1984",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Indiana Pacers,IND,Jim Master,,,,,,,,,,,1,"Aug 14, 1984",,,https://basketball.realgm.com/nba/teams/Random/11/Transaction_History/1985
1984-1985,Los Angeles Clippers,LAC,Chris Engler,1,"Feb 28, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1985
1984-1985,Los Angeles Clippers,LAC,Marques Johnson,,,,,,,,,,,,,1,"Sep 29, 1984",https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1985
1984-1985,Los Angeles Clippers,LAC,Bill Walton,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1985
1984-1985,Los Angeles Clippers,LAC,Les Craft,,,,,,,,,,,1,"Oct 24, 1984",,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1985
1984-1985,Los Angeles Clippers,LAC,Dale Wilkinson,1,"Mar 11, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1985
1984-1985,Los Angeles Clippers,LAC,Franklin Edwards,1,"Mar 21, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1985
1984-1985,Los Angeles Clippers,LAC,Bryan Warrick,,,,,,,,,,,1,"Mar 8, 1985",,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1985
1984-1985,Los Angeles Clippers,LAC,Linton Townes,,,,,,,,,,,1,"Oct 24, 1984",,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1985
1984-1985,Los Angeles Clippers,LAC,Rudy Macklin,,,,,,,,,,,1,"Oct 24, 1984",,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1985
1984-1985,Los Angeles Clippers,LAC,Derek Smith,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1985
1984-1985,Los Angeles Clippers,LAC,Harvey Catchings,,,,,,,,,,,,,1,"Sep 29, 1984",https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1985
1984-1985,Los Angeles Clippers,LAC,Junior Bridgeman,,,,,,,,,,,,,1,"Sep 29, 1984",https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1985
1984-1985,Los Angeles Clippers,LAC,Greg Kelser,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1985
1984-1985,Los Angeles Clippers,LAC,Michael Brooks,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/12/Transaction_History/1985
1984-1985,Los Angeles Lakers,LAL,Larry Demic,,,,,,,,,,,1,"Oct 4, 1984",,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1985
1984-1985,Los Angeles Lakers,LAL,Eddie Jordan,,,,,,,,,,,1,"Oct 19, 1984",,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1985
1984-1985,Los Angeles Lakers,LAL,Kareem Abdul-Jabbar,,,,,1,Los Angeles Lakers,LAL,,,,,,,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1985
1984-1985,Los Angeles Lakers,LAL,Magic Johnson,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1985
1984-1985,Los Angeles Lakers,LAL,Swen Nater,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1985
1984-1985,Los Angeles Lakers,LAL,Calvin Garrett,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1985
1984-1985,Los Angeles Lakers,LAL,Chuck Nevitt,,,,,,,,,,,1,"Nov 6, 1984",,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,Terry Cummings,,,,,,,,,,,,,1,"Sep 29, 1984",https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,McKinley Singleton,,,,,,,,,,,1,"Oct 23, 1984",,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,Larry Micheaux,,,,,,,,,,,1,"Dec 17, 1984",,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,Joe Cooper,,,,,,,,,,,1,"Oct 18, 1984",,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,Mark West,,,,,,,,,,,1,"Nov 12, 1984",,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,Bob Lanier,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,Paul Thompson,,,,,,,,,,,,,1,"Feb 12, 1985",https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,Paul Pressey,,,,,1,Milwaukee Bucks,MIL,,,,,,,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,Ed Sherod,,,,,,,,,,,1,"Oct 20, 1984",,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,Lorenzo Romar,,,,,,,,,,,1,"Nov 5, 1984",,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,Ricky Pierce,,,,,,,,,,,,,1,"Sep 29, 1984",https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,David Thirdkill,1,"Feb 21, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,Butch Graves,,,,,,,,,,,1,"Oct 22, 1984",,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,"Mike Dunleavy, Sr.",1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,Chris Engler,1,"Apr 11, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,Tiny Archibald,1,"Jul 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
1984-1985,Milwaukee Bucks,MIL,Craig Hodges,,,,,,,,,,,,,1,"Sep 29, 1984",https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1985
