Year,Team,Team Abbreviation,Player,Traded Date,Traded Team,Free Agent,Free Agent Date,Waived,Waived Date,Destination Team Abbreviation,Destination Team,Sign Contract,Sign Contract Date,Type,url
2003,Atlanta Hawks,ATL,DerMarr Johnson,,,1,"Jul 1, 2003",,,PHX,Phoenix Suns,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Emanual Davis,,,1,"Jul 1, 2003",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Darvin Ham,,,1,"Jul 1, 2003",,,DET,Detroit Pistons,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Dion Glover,,,1,"Feb 27, 2004",1,"Feb 25, 2004",ATL,Atlanta Hawks,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Jermaine Jackson,,,1,"Jul 1, 2003",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Mikki Moore,,,1,"Jul 1, 2003",,,SEA,Seattle SuperSonics,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Ira Newble,,,1,"Jul 1, 2003",,,CLE,Cleveland Cavaliers,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Dan Dickau,"Feb 9, 2004",POR,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Shareef Abdur-Rahim,"Feb 9, 2004",POR,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Nazr Mohammed,"Feb 15, 2004",NYK,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Glenn Robinson,"Jul 23, 2003",PHI,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Theo Ratliff,"Feb 9, 2004",POR,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Jacque Vaughn,,,,,,,,,1,"Sep 4, 2003",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Wesley Person,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Michael Bradley,,,,,,,,,1,"Mar 18, 2004",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Jason Collier,,,,,,,,,1,"Mar 8, 2004",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Mamadou N'Diaye,,,,,,,,,1,"Feb 18, 2004",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Bob Sura,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Stephen Jackson,,,,,,,,,1,"Oct 3, 2003",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Obinna Ekezie,,,,,,,,,1,"Sep 26, 2003",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Zeljko Rebraca,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2003,Atlanta Hawks,ATL,Joel Przybilla,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2002,Atlanta Hawks,ATL,Mark Strickland,,,1,"Jul 1, 2002",,,DAL,Dallas Mavericks,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2002,Atlanta Hawks,ATL,Leon Smith,"Aug 2, 2002",MIL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2002,Atlanta Hawks,ATL,Jacque Vaughn,,,1,"Jul 1, 2002",,,ORL,Orlando Magic,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2002,Atlanta Hawks,ATL,Cal Bowdler,,,1,"Jul 1, 2002",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2002,Atlanta Hawks,ATL,Toni Kukoc,"Aug 2, 2002",MIL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2002,Atlanta Hawks,ATL,Hanno Mottola,,,1,"Jul 1, 2002",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2002,Atlanta Hawks,ATL,Glenn Robinson,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2002,Atlanta Hawks,ATL,Jermaine Jackson,,,,,,,,,1,"Jan 30, 2003",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2002,Atlanta Hawks,ATL,Mikki Moore,,,,,,,,,1,"Mar 24, 2003",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2002,Atlanta Hawks,ATL,Darvin Ham,,,,,,,,,1,"Sep 17, 2002",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2001,Atlanta Hawks,ATL,Matt Maloney,,,1,"Jul 1, 2001",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2001,Atlanta Hawks,ATL,Lorenzen Wright,"Jul 19, 2001",MEM,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2001,Atlanta Hawks,ATL,Brevin Knight,"Jul 19, 2001",MEM,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2001,Atlanta Hawks,ATL,Mark Strickland,,,,,,,,,1,"Nov 13, 2001",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2001,Atlanta Hawks,ATL,Ira Newble,,,,,,,,,1,"Oct 2, 2001",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2001,Atlanta Hawks,ATL,Leon Smith,,,,,,,,,1,"Jan 14, 2002",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2001,Atlanta Hawks,ATL,Emanual Davis,,,,,,,,,1,"Jul 27, 2001",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2001,Atlanta Hawks,ATL,Shareef Abdur-Rahim,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2001,Atlanta Hawks,ATL,Jacque Vaughn,,,,,,,,,1,"Jul 30, 2001",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2000,Atlanta Hawks,ATL,LaPhonso Ellis,,,1,"Jul 1, 2000",,,MIN,Minnesota Timberwolves,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2000,Atlanta Hawks,ATL,Jim Jackson,"Jan 2, 2001",CLE,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2000,Atlanta Hawks,ATL,Drew Barry,,,1,"Jul 1, 2000",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2000,Atlanta Hawks,ATL,Roshown McLeod,"Feb 22, 2001",PHI,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2000,Atlanta Hawks,ATL,Bimbo Coles,,,1,"Jul 1, 2000",,,CLE,Cleveland Cavaliers,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2000,Atlanta Hawks,ATL,Dikembe Mutombo,"Feb 22, 2001",PHI,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2000,Atlanta Hawks,ATL,Theo Ratliff,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2000,Atlanta Hawks,ATL,Matt Maloney,,,,,,,,,1,"Oct 2, 2000",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2000,Atlanta Hawks,ATL,Toni Kukoc,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2000,Atlanta Hawks,ATL,Brevin Knight,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2000,Atlanta Hawks,ATL,Nazr Mohammed,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1999,Atlanta Hawks,ATL,Ed Gray,"Aug 2, 1999",POR,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1999,Atlanta Hawks,ATL,Steve Smith,"Aug 2, 1999",POR,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1999,Atlanta Hawks,ATL,Mark West,,,1,"Jul 1, 1999",,,PHX,Phoenix Suns,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1999,Atlanta Hawks,ATL,Mookie Blaylock,"Jun 29, 1999",GSW,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1999,Atlanta Hawks,ATL,Anthony Johnson,"Feb 24, 2000",ORL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1999,Atlanta Hawks,ATL,Jeff Sheppard,,,1,"Jul 1, 1999",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1999,Atlanta Hawks,ATL,Tyrone Corbin,,,1,"Aug 18, 1999",1,"Aug 16, 1999",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1999,Atlanta Hawks,ATL,Grant Long,,,1,"Jul 1, 1999",,,VAN,Vancouver Grizzlies,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1999,Atlanta Hawks,ATL,Jim Jackson,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1999,Atlanta Hawks,ATL,Bimbo Coles,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1999,Atlanta Hawks,ATL,Lorenzen Wright,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1999,Atlanta Hawks,ATL,Drew Barry,,,,,,,,,1,"Mar 27, 2000",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1998,Atlanta Hawks,ATL,Cadillac Anderson,,,1,"Jul 1, 1998",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1998,Atlanta Hawks,ATL,Pig Miller,,,1,"Jul 1, 1998",,,HOU,Houston Rockets,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1998,Atlanta Hawks,ATL,Christian Laettner,"Jan 22, 1999",DET,1,"Jul 1, 1998",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1998,Atlanta Hawks,ATL,Drew Barry,,,1,"Jul 1, 1998",,,SEA,Seattle SuperSonics,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1998,Atlanta Hawks,ATL,Chucky Brown,,,1,"Jul 1, 1998",,,CHA,Charlotte Hornets,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1998,Atlanta Hawks,ATL,Eldridge Recasner,,,1,"Jul 1, 1998",,,CHA,Charlotte Hornets,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1998,Atlanta Hawks,ATL,LaPhonso Ellis,,,,,,,,,1,"Jan 30, 1999",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1998,Atlanta Hawks,ATL,Mark West,,,,,,,,,1,"Jan 22, 1999",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1998,Atlanta Hawks,ATL,Grant Long,,,,,,,,,1,"Feb 1, 1999",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1998,Atlanta Hawks,ATL,Anthony Johnson,,,,,,,,,1,"Jan 22, 1999",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1997,Atlanta Hawks,ATL,Ivano Newbill,,,1,"Jul 1, 1997",,,VAN,Vancouver Grizzlies,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1997,Atlanta Hawks,ATL,Ken Norman,,,1,"Nov 3, 1997",1,"Oct 30, 1997",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1997,Atlanta Hawks,ATL,Jon Barry,,,1,"Jul 1, 1997",,,LAL,Los Angeles Lakers,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1997,Atlanta Hawks,ATL,Priest Lauderdale,"Sep 29, 1997",DEN,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1997,Atlanta Hawks,ATL,Darrin Hancock,,,1,"Jul 1, 1997",,,IND,Indiana Pacers,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1997,Atlanta Hawks,ATL,Henry James,,,1,"Jul 1, 1997",,,CLE,Cleveland Cavaliers,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1997,Atlanta Hawks,ATL,Cadillac Anderson,,,,,,,,,1,"Oct 11, 1997",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1997,Atlanta Hawks,ATL,Pig Miller,,,,,,,,,1,"Sep 26, 1997",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1997,Atlanta Hawks,ATL,Chucky Brown,,,,,,,,,1,"Oct 2, 1997",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1997,Atlanta Hawks,ATL,Drew Barry,,,,,,,,,1,"Oct 4, 1997",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Stacey Augmon,"Jul 15, 1996",DET,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Craig Ehlo,,,1,"Jul 5, 1996",1,"Jun 28, 1996",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Sean Rooks,,,1,"Jul 1, 1996",,,LAL,Los Angeles Lakers,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Donnie Boyce,,,1,"Mar 6, 1997",1,"Mar 4, 1997",ATL,Atlanta Hawks,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Reggie Jordan,,,1,"Jul 1, 1996",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Blair Rasmussen,,,1,"Jul 2, 1996",1,"Jun 25, 1996",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Matt Bullard,,,1,"Jul 1, 1996",,,HOU,Houston Rockets,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Grant Long,"Jul 15, 1996",DET,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Eldridge Recasner,,,,,,,,,1,"Sep 27, 1996",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Ivano Newbill,,,,,,,,,1,"Oct 1, 1996",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Jon Barry,,,,,,,,,1,"Aug 13, 1996",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Darrin Hancock,,,,,,,,,1,"Jan 2, 1997",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Tyrone Corbin,,,,,,,,,1,"Sep 12, 1996",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Dikembe Mutombo,,,,,,,,,1,"Jul 19, 1996",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1996,Atlanta Hawks,ATL,Henry James,,,,,,,,,1,"Dec 20, 1996",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1995,Atlanta Hawks,ATL,Cadillac Anderson,,,1,"Jul 1, 1995",,,SAS,San Antonio Spurs,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1995,Atlanta Hawks,ATL,Andrew Lang,"Feb 22, 1996",MIN,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1995,Atlanta Hawks,ATL,Jon Koncak,,,1,"Jul 1, 1995",,,ORL,Orlando Magic,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1995,Atlanta Hawks,ATL,Ennis Whatley,,,1,"Jul 1, 1995",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1995,Atlanta Hawks,ATL,Tyrone Corbin,"Jun 29, 1995",SAC,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1995,Atlanta Hawks,ATL,Jim Les,,,1,"Jul 1, 1995",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1995,Atlanta Hawks,ATL,Reggie Jordan,,,,,,,,,1,"Mar 6, 1996",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1995,Atlanta Hawks,ATL,Sean Rooks,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1995,Atlanta Hawks,ATL,Matt Bullard,,,,,,,,,1,"Oct 5, 1995",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1995,Atlanta Hawks,ATL,Christian Laettner,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1994,Atlanta Hawks,ATL,Adam Keefe,"Sep 16, 1994",UTA,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1994,Atlanta Hawks,ATL,Kevin Willis,"Nov 7, 1994",MIA,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1994,Atlanta Hawks,ATL,Paul Graham,,,1,"Jul 1, 1994",,,SEA,Seattle SuperSonics,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1994,Atlanta Hawks,ATL,Danny Manning,,,1,"Jul 1, 1994",,,PHX,Phoenix Suns,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1994,Atlanta Hawks,ATL,Duane Ferrell,,,1,"Jul 1, 1994",,,IND,Indiana Pacers,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1994,Atlanta Hawks,ATL,Roy Hinson,"Jun 22, 1994",MIL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1994,Atlanta Hawks,ATL,Cadillac Anderson,,,,,,,,,1,"Dec 15, 1994",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1994,Atlanta Hawks,ATL,Steve Smith,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1994,Atlanta Hawks,ATL,Ken Norman,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1994,Atlanta Hawks,ATL,Tyrone Corbin,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1994,Atlanta Hawks,ATL,Grant Long,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1994,Atlanta Hawks,ATL,Jim Les,,,,,,,,,1,"Aug 11, 1994",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1993,Atlanta Hawks,ATL,Travis Mays,,,1,"Jul 1, 1993",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1993,Atlanta Hawks,ATL,Dominique Wilkins,"Feb 24, 1994",LAC,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1993,Atlanta Hawks,ATL,Randy Breuer,,,1,"Jul 1, 1993",,,SAC,Sacramento Kings,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1993,Atlanta Hawks,ATL,Steve Henson,,,1,"Jul 1, 1993",,,CHA,Charlotte Hornets,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1993,Atlanta Hawks,ATL,Greg Foster,,,1,"Jul 1, 1993",,,MIL,Milwaukee Bucks,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1993,Atlanta Hawks,ATL,Andrew Lang,,,,,,,,,1,"Sep 7, 1993",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1993,Atlanta Hawks,ATL,Craig Ehlo,,,,,,,,,1,"Jul 2, 1993",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1993,Atlanta Hawks,ATL,Ennis Whatley,,,,,,,,,1,"Oct 1, 1993",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1993,Atlanta Hawks,ATL,Danny Manning,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1992,Atlanta Hawks,ATL,Rodney Monroe,,,1,"Nov 3, 1992",1,"Oct 30, 1992",ATL,Atlanta Hawks,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1992,Atlanta Hawks,ATL,Alexander Volkov,,,1,"Jul 1, 1992",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1992,Atlanta Hawks,ATL,Rumeal Robinson,"Nov 3, 1992",NJN,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1992,Atlanta Hawks,ATL,Mo Cheeks,,,1,"Oct 5, 1992",1,"Oct 1, 1992",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1992,Atlanta Hawks,ATL,Jeff Sanders,,,1,"Dec 17, 1992",1,"Dec 15, 1992",ATL,Atlanta Hawks,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1992,Atlanta Hawks,ATL,Morlon Wiley,,,1,"Jan 5, 1993",1,"Dec 31, 1992",ATL,Atlanta Hawks,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1992,Atlanta Hawks,ATL,Randy Breuer,,,,,,,,,1,"Mar 10, 1993",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1992,Atlanta Hawks,ATL,Steve Henson,,,,,,,,,1,"Dec 22, 1992",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1992,Atlanta Hawks,ATL,Roy Hinson,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1992,Atlanta Hawks,ATL,Mookie Blaylock,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1992,Atlanta Hawks,ATL,Greg Foster,,,,,,,,,1,"Dec 15, 1992",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1991,Atlanta Hawks,ATL,Sidney Moncrief,,,1,"Jul 1, 1991",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1991,Atlanta Hawks,ATL,Doc Rivers,"Jun 26, 1991",LAC,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1991,Atlanta Hawks,ATL,John Battle,,,1,"Jul 1, 1991",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1991,Atlanta Hawks,ATL,Tim McCormick,"Oct 2, 1991",NYK,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1991,Atlanta Hawks,ATL,Gary Leonard,,,1,"Jan 6, 1992",1,"Jan 2, 1992",ATL,Atlanta Hawks,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1991,Atlanta Hawks,ATL,Moses Malone,,,1,"Jul 1, 1991",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1991,Atlanta Hawks,ATL,Spud Webb,"Jul 1, 1991",SAC,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1991,Atlanta Hawks,ATL,Travis Mays,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1991,Atlanta Hawks,ATL,Paul Graham,,,,,,,,,1,"Oct 3, 1991",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1991,Atlanta Hawks,ATL,Jeff Sanders,,,,,,,,,1,"Feb 26, 1992",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1991,Atlanta Hawks,ATL,Mo Cheeks,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1991,Atlanta Hawks,ATL,Blair Rasmussen,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1991,Atlanta Hawks,ATL,Morlon Wiley,,,,,,,,,1,"Jan 2, 1992",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1990,Atlanta Hawks,ATL,John Long,,,1,"Jul 1, 1990",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1990,Atlanta Hawks,ATL,Cliff Levingston,,,1,"Jul 1, 1990",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1990,Atlanta Hawks,ATL,Kenny Smith,"Jun 27, 1990",HOU,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1990,Atlanta Hawks,ATL,Roy Marble,"Sep 27, 1990",HOU,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1990,Atlanta Hawks,ATL,Sidney Moncrief,,,,,,,,,1,"Oct 3, 1990",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
1990,Atlanta Hawks,ATL,Gary Leonard,,,,,,,,,1,"Mar 1, 1991",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
