Year,Team,Team Abbreviation,Player,Traded Date,Traded Team,Free Agent,Free Agent Date,Waived,Waived Date,Destination Team Abbreviation,Destination Team,Sign Contract,Sign Contract Date,Type,url
1977,Detroit Pistons,DET,Gus Gerard,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1977,Detroit Pistons,DET,John Shumate,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1976,Detroit Pistons,DET,Terry Thomas,,,1,"Oct 1, 1976",1,"Sep 29, 1976",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1976,Detroit Pistons,DET,Curtis Rowe,"Oct 20, 1976",BOS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1976,Detroit Pistons,DET,Henry Dickerson,,,1,"Oct 22, 1976",1,"Oct 20, 1976",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1976,Detroit Pistons,DET,John Mengelt,"Nov 18, 1976",CHI,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1976,Detroit Pistons,DET,Archie Clark,,,1,"Aug 4, 1976",1,"Jul 28, 1976",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1976,Detroit Pistons,DET,M.L. Carr,,,,,,,,,1,"Jun 12, 1976",Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1975,Detroit Pistons,DET,Willie Norwood,"Sep 30, 1975",DET,1,"Oct 10, 1975",1,"Oct 8, 1975",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1975,Detroit Pistons,DET,Jim Davis,,,1,"Oct 24, 1975",1,"Oct 22, 1975",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1975,Detroit Pistons,DET,Dave Bing,"Aug 28, 1975",WAS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1975,Detroit Pistons,DET,Bill Ligon,,,1,"Jul 1, 1975",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1975,Detroit Pistons,DET,Roger Brown,,,,,,,,,1,"Jan 18, 1976",Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1975,Detroit Pistons,DET,Kevin Porter,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1975,Detroit Pistons,DET,Archie Clark,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1974,Detroit Pistons,DET,Ben Kelso,,,1,"Oct 13, 1974",1,"Oct 11, 1974",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1974,Detroit Pistons,DET,Bob Nash,,,1,"Oct 3, 1974",1,"Oct 1, 1974",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1974,Detroit Pistons,DET,Don Adams,,,1,"Feb 20, 1975",1,"Feb 18, 1975",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1974,Detroit Pistons,DET,Howard Porter,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1973,Detroit Pistons,DET,Fred Foster,,,1,"Oct 10, 1973",1,"Oct 8, 1973",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1973,Detroit Pistons,DET,Justus Thigpen,,,,,1,"Dec 4, 1973",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1973,Detroit Pistons,DET,George Trapp,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1972,Detroit Pistons,DET,Bill Hewitt,,,,,1,"Oct 8, 1972",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1972,Detroit Pistons,DET,Terry Dischinger,"Jul 31, 1972",POR,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1972,Detroit Pistons,DET,Jimmy Walker,"Aug 1, 1972",HOU,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1972,Detroit Pistons,DET,Erwin Mueller,,,1,"Feb 24, 1973",1,"Feb 22, 1973",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1972,Detroit Pistons,DET,Isaiah Wilson,,,1,"Jul 1, 1972",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1972,Detroit Pistons,DET,Howard Komives,"Sep 29, 1972",BUF,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1972,Detroit Pistons,DET,Harvey Marlatt,,,1,"Nov 11, 1972",1,"Nov 9, 1972",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1972,Detroit Pistons,DET,Fred Foster,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1972,Detroit Pistons,DET,Don Adams,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1972,Detroit Pistons,DET,Stu Lantz,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1972,Detroit Pistons,DET,John Mengelt,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1971,Detroit Pistons,DET,Otto Moore,"Apr 2, 1971",PHX,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1971,Detroit Pistons,DET,Steve Mix,,,1,"Nov 24, 1971",1,"Nov 22, 1971",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1971,Detroit Pistons,DET,Bob Quick,,,1,"Jan 2, 1972",1,"Dec 31, 1971",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1971,Detroit Pistons,DET,Terry Driscoll,,,,,1,"Oct 12, 1971",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1971,Detroit Pistons,DET,Jim Davis,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1970,Detroit Pistons,DET,Tom Workman,,,1,"Jul 1, 1970",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1969,Detroit Pistons,DET,Eddie Miles,"Feb 2, 1970",WAS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1969,Detroit Pistons,DET,Walt Bellamy,"Feb 2, 1970",ATL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1969,Detroit Pistons,DET,Sonny Dove,,,1,"Jul 1, 1969",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1969,Detroit Pistons,DET,Dave Gambee,"Oct 10, 1969",GSW,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1969,Detroit Pistons,DET,Bud Olsen,,,1,"Jul 1, 1969",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1969,Detroit Pistons,DET,Happy Hairston,"Nov 27, 1969",LAL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1969,Detroit Pistons,DET,Bill Hewitt,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1969,Detroit Pistons,DET,Erwin Mueller,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1969,Detroit Pistons,DET,Bob Quick,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1968,Detroit Pistons,DET,Jim Fox,"Dec 17, 1968",PHX,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1968,Detroit Pistons,DET,Dave DeBusschere,"Dec 19, 1968",NYK,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1968,Detroit Pistons,DET,Joe Strawder,,,1,"Jul 1, 1968",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1968,Detroit Pistons,DET,Dave Gambee,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1968,Detroit Pistons,DET,Walt Bellamy,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1968,Detroit Pistons,DET,Howard Komives,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1968,Detroit Pistons,DET,McCoy McLemore,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1967,Detroit Pistons,DET,John Tresvant,"Feb 1, 1968",CIN,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1967,Detroit Pistons,DET,Reggie Harding,"Oct 2, 1967",CHI,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1967,Detroit Pistons,DET,Bob Hogsett,,,1,"Oct 5, 1967",1,"Oct 3, 1967",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1967,Detroit Pistons,DET,Rudy LaRusso,"Aug 31, 1967",GSW,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1967,Detroit Pistons,DET,Tom Van Arsdale,"Feb 1, 1968",CIN,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1967,Detroit Pistons,DET,Wayne Hightower,,,1,"Oct 4, 1967",1,"Oct 2, 1967",,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1967,Detroit Pistons,DET,Terry Dischinger,,,,,,,,,1,"Sep 1, 1967",Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1967,Detroit Pistons,DET,Len Chappell,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1967,Detroit Pistons,DET,Happy Hairston,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1966,Detroit Pistons,DET,Ray Scott,"Jan 16, 1967",WAS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1966,Detroit Pistons,DET,Donnie Butcher,,,1,"Jul 1, 1966",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1966,Detroit Pistons,DET,Bill Buntin,,,1,"Jul 1, 1966",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1966,Detroit Pistons,DET,Bob Warlick,"Sep 1, 1966",GSW,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1966,Detroit Pistons,DET,Wayne Hightower,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1966,Detroit Pistons,DET,Rudy LaRusso,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1965,Detroit Pistons,DET,Willie Jones,,,1,"Jul 1, 1965",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1965,Detroit Pistons,DET,Jackie Moreland,,,1,"Jul 1, 1965",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1965,Detroit Pistons,DET,Terry Dischinger,,,1,"Jul 1, 1965",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1965,Detroit Pistons,DET,Joe Caldwell,"Dec 29, 1965",STH,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1965,Detroit Pistons,DET,Hub Reed,,,1,"Jul 1, 1965",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1965,Detroit Pistons,DET,Rod Thorn,"Dec 24, 1965",STH,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1965,Detroit Pistons,DET,Bob Duffy,,,1,"Jul 1, 1965",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1965,Detroit Pistons,DET,John Tresvant,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1965,Detroit Pistons,DET,John Barnhill,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1965,Detroit Pistons,DET,Chico Vaughn,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1964,Detroit Pistons,DET,Bob Ferry,"Jun 9, 1964",WAS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1964,Detroit Pistons,DET,Darrall Imhoff,"May 15, 1964",LAL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1964,Detroit Pistons,DET,Bailey Howell,"Jun 9, 1964",WAS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1964,Detroit Pistons,DET,Don Ohl,"Jun 9, 1964",WAS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1964,Detroit Pistons,DET,Terry Dischinger,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1964,Detroit Pistons,DET,Don Kojis,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1964,Detroit Pistons,DET,Rod Thorn,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1964,Detroit Pistons,DET,Hub Reed,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1963,Detroit Pistons,DET,Danny Doyle,,,1,"Jul 1, 1963",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1963,Detroit Pistons,DET,Walter Dukes,,,1,"Jul 1, 1963",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1963,Detroit Pistons,DET,Kevin Loughery,"Oct 28, 1963",WAS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1963,Detroit Pistons,DET,Johnny Egan,"Dec 15, 1963",NYK,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1963,Detroit Pistons,DET,Donnie Butcher,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1963,Detroit Pistons,DET,Bob Duffy,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1962,Detroit Pistons,DET,Chuck Noble,,,1,"Jul 1, 1962",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1962,Detroit Pistons,DET,George Lee,"Sep 19, 1962",GSW,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1962,Detroit Pistons,DET,Gene Shue,"Aug 29, 1962",NYK,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1962,Detroit Pistons,DET,Darrall Imhoff,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1961,Detroit Pistons,DET,Shellie McMillon,"Dec 1, 1961",STH,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1960,Detroit Pistons,DET,Tony Windis,,,1,"Jul 1, 1960",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1960,Detroit Pistons,DET,Ed Conlin,"Apr 16, 1960",STH,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1960,Detroit Pistons,DET,Billy Kenville,,,1,"Jul 1, 1960",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1960,Detroit Pistons,DET,Gary Alcorn,,,1,"Jul 1, 1960",,,LAL,Los Angeles Lakers,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1960,Detroit Pistons,DET,Earl Lloyd,,,1,"Jul 1, 1960",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1960,Detroit Pistons,DET,Dick McGuire,,,1,"Jul 1, 1960",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1960,Detroit Pistons,DET,Bob Ferry,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1959,Detroit Pistons,DET,Barney Cable,"Nov 10, 1959",SYR,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1959,Detroit Pistons,DET,Joe Holup,,,1,"Jul 1, 1959",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1959,Detroit Pistons,DET,Dick Farley,,,1,"Jul 1, 1959",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1959,Detroit Pistons,DET,Phil Jordon,"Mar 31, 1959",CIN,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1959,Detroit Pistons,DET,Billy Kenville,,,,,,,,,1,"Sep 1, 1959",Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1959,Detroit Pistons,DET,Archie Dees,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1958,Detroit Pistons,DET,George Yardley,"Feb 7, 1959",SYR,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1958,Detroit Pistons,DET,Doug Bolstorff,,,1,"Jul 1, 1958",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1958,Detroit Pistons,DET,Billy Kenville,,,1,"Jul 1, 1958",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1958,Detroit Pistons,DET,Dick Atha,,,1,"Jul 1, 1958",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1958,Detroit Pistons,DET,Harry Gallatin,,,1,"Jul 1, 1958",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1958,Detroit Pistons,DET,Bill Thieben,,,1,"Jul 1, 1958",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1958,Detroit Pistons,DET,Nat Clifton,,,1,"Jul 1, 1958",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1958,Detroit Pistons,DET,Bill Ebben,,,1,"Jul 1, 1958",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1958,Detroit Pistons,DET,Ed Conlin,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1958,Detroit Pistons,DET,Dick Farley,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1958,Detroit Pistons,DET,Earl Lloyd,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1957,Detroit Pistons,DET,Larry Foust,"Sep 12, 1957",MIN,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1957,Detroit Pistons,DET,Joe Holup,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1957,Detroit Pistons,DET,Phil Jordon,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1957,Detroit Pistons,DET,Walter Dukes,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
1957,Detroit Pistons,DET,Dick Atha,,,,,,,,,1,"Sep 1, 1957",Added,https://basketball.realgm.com/nba/teams/random/8/roster-turnover
2018,Golden State Warriors,GSW,David West,,,1,"Jul 1, 2018",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2018,Golden State Warriors,GSW,Zaza Pachulia,,,1,"Jul 1, 2018",,,DET,Detroit Pistons,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2018,Golden State Warriors,GSW,Nick Young,,,1,"Jul 1, 2018",,,DEN,Denver Nuggets,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2018,Golden State Warriors,GSW,Chris Boucher,,,1,"Jun 24, 2018",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2018,Golden State Warriors,GSW,JaVale McGee,,,1,"Jul 1, 2018",,,LAL,Los Angeles Lakers,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2018,Golden State Warriors,GSW,Patrick McCaw,,,1,"Jul 1, 2018",,,CLE,Cleveland Cavaliers,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2018,Golden State Warriors,GSW,Alfonzo McKinnie,,,,,,,,,1,"Sep 5, 2018",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2018,Golden State Warriors,GSW,Jonas Jerebko,,,,,,,,,1,"Jul 12, 2018",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2018,Golden State Warriors,GSW,DeMarcus Cousins,,,,,,,,,1,"Jul 6, 2018",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2018,Golden State Warriors,GSW,Andrew Bogut,,,,,,,,,1,"Mar 6, 2019",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2018,Golden State Warriors,GSW,Damion Lee,,,,,,,,,1,"Jul 13, 2018",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2017,Golden State Warriors,GSW,James McAdoo,,,1,"Jul 1, 2017",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2017,Golden State Warriors,GSW,Ian Clark,,,1,"Jul 1, 2017",,,NOP,New Orleans Pelicans,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2017,Golden State Warriors,GSW,Matt Barnes,,,1,"Jul 1, 2017",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2017,Golden State Warriors,GSW,Quinn Cook,,,,,,,,,1,"Oct 17, 2017",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2017,Golden State Warriors,GSW,Nick Young,,,,,,,,,1,"Jul 7, 2017",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2016,Golden State Warriors,GSW,Leandro Barbosa,,,1,"Jul 1, 2016",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2016,Golden State Warriors,GSW,Harrison Barnes,,,1,"Jul 1, 2016",,,DAL,Dallas Mavericks,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2016,Golden State Warriors,GSW,Festus Ezeli,,,1,"Jul 1, 2016",,,POR,Portland Trail Blazers,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2016,Golden State Warriors,GSW,Marreese Speights,,,1,"Jul 1, 2016",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2016,Golden State Warriors,GSW,Anderson Varejao,,,1,"Feb 5, 2017",1,"Feb 3, 2017",GSW,Golden State Warriors,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2016,Golden State Warriors,GSW,Andrew Bogut,"Jul 7, 2016",DAL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2016,Golden State Warriors,GSW,Brandon Rush,,,1,"Jul 1, 2016",,,MIN,Minnesota Timberwolves,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2016,Golden State Warriors,GSW,Kevin Durant,,,,,,,,,1,"Jul 7, 2016",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2016,Golden State Warriors,GSW,David West,,,,,,,,,1,"Jul 9, 2016",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2016,Golden State Warriors,GSW,JaVale McGee,,,,,,,,,1,"Sep 12, 2016",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2016,Golden State Warriors,GSW,Zaza Pachulia,,,,,,,,,1,"Jul 12, 2016",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2016,Golden State Warriors,GSW,Matt Barnes,,,,,,,,,1,"Mar 2, 2017",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2015,Golden State Warriors,GSW,Justin Holiday,,,1,"Jul 1, 2015",,,ATL,Atlanta Hawks,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2015,Golden State Warriors,GSW,David Lee,"Jul 27, 2015",BOS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2015,Golden State Warriors,GSW,Ognen Kuzmic,,,1,"Jul 1, 2015",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2015,Golden State Warriors,GSW,Ian Clark,,,,,,,,,1,"Sep 14, 2015",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2015,Golden State Warriors,GSW,Anderson Varejao,,,,,,,,,1,"Feb 22, 2016",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2014,Golden State Warriors,GSW,Steve Blake,,,1,"Jul 1, 2014",,,POR,Portland Trail Blazers,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2014,Golden State Warriors,GSW,Nemanja Nedovic,,,1,"Nov 13, 2014",1,"Nov 11, 2014",,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2014,Golden State Warriors,GSW,Jordan Crawford,,,1,"Jul 1, 2014",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2014,Golden State Warriors,GSW,Hilton Armstrong,,,1,"Aug 1, 2014",1,"Jul 30, 2014",,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2014,Golden State Warriors,GSW,Jermaine O'Neal,,,1,"Jul 1, 2014",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2014,Golden State Warriors,GSW,Justin Holiday,,,,,,,,,1,"Sep 8, 2014",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2014,Golden State Warriors,GSW,Shaun Livingston,,,,,,,,,1,"Jul 10, 2014",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2014,Golden State Warriors,GSW,Leandro Barbosa,,,,,,,,,1,"Sep 10, 2014",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2014,Golden State Warriors,GSW,Brandon Rush,,,,,,,,,1,"Jul 22, 2014",Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2013,Golden State Warriors,GSW,Kent Bazemore,"Feb 19, 2014",LAL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2013,Golden State Warriors,GSW,Andris Biedrins,"Jul 10, 2013",UTA,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2013,Golden State Warriors,GSW,Scott Machado,,,1,"Jul 26, 2013",1,"Jul 24, 2013",GSW,Golden State Warriors,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2013,Golden State Warriors,GSW,Carl Landry,,,1,"Jul 1, 2013",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2013,Golden State Warriors,GSW,Jarrett Jack,,,1,"Jul 1, 2013",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2013,Golden State Warriors,GSW,Brandon Rush,"Jul 10, 2013",UTA,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2013,Golden State Warriors,GSW,Richard Jefferson,"Jul 10, 2013",UTA,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2013,Golden State Warriors,GSW,Dwayne Jones,,,1,"Jul 26, 2013",1,"Jul 24, 2013",GSW,Golden State Warriors,,,Lost,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2013,Golden State Warriors,GSW,Steve Blake,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
2013,Golden State Warriors,GSW,Jordan Crawford,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/9/roster-turnover
